1	8045014	8045015	PARK7
1	8045015	8045016	PARK7
1	8045016	8045017	PARK7
1	9787029	9787030	PIK3CD
1	17349218	17349219	SDHB
1	17355093	17355094	SDHB
1	17371312	17371313	SDHB
1	20972132	20972133	PINK1
1	20975709	20975710	PINK1
1	21890631	21890632	ALPL
1	21900273	21900274	ALPL
1	21902360	21902361	ALPL
1	21904124	21904125	ALPL
1	40555166	40555167	PPT1
1	40557069	40557070	PPT1
1	40558080	40558081	PPT1
1	45797185	45797186	MUTYH
1	45797200	45797201	MUTYH
1	45797227	45797228	MUTYH
1	45797373	45797374	MUTYH
1	45797886	45797887	MUTYH
1	45798111	45798112	MUTYH
1	45798474	45798475	MUTYH
1	45974477	45974478	MMACHC
1	46656144	46656145	POMGNT1
1	46657768	46657769	POMGNT1
1	46657978	46657979	POMGNT1
1	46658068	46658069	POMGNT1
1	46659544	46659545	POMGNT1
1	46662689	46662690	POMGNT1
1	63868018	63868019	ALG6
1	76226845	76226846	ACADM
1	94473806	94473807	ABCA4
1	94476950	94476951	ABCA4
1	94483978	94483979	ABCA4
1	94484000	94484001	ABCA4
1	94484001	94484002	ABCA4
1	94484081	94484082	ABCA4
1	94492972	94492973	ABCA4
1	94493271	94493272	ABCA4
1	100346952	100346953	AGL
1	152285076	152285077	FLG
1	152285077	152285078	FLG
1	152285078	152285079	FLG
1	152285079	152285080	FLG
1	154574540	154574541	ADAR
1	155205042	155205043	GBA
1	156100523	156100524	LMNA
1	156100531	156100532	LMNA
1	156104247	156104248	LMNA
1	156105746	156105747	LMNA
1	156105884	156105885	LMNA
1	156107027	156107028	LMNA
1	156107457	156107458	LMNA
1	183184601	183184602	LAMC2
1	201328757	201328758	TNNT2
1	201331098	201331099	TNNT2
1	201331099	201331100	TNNT2
1	201331100	201331101	TNNT2
1	209788633	209788634	LAMB3
1	209797343	209797344	LAMB3
1	209799065	209799066	LAMB3
1	209799144	209799145	LAMB3
1	209801476	209801477	LAMB3
1	209801477	209801478	LAMB3
1	209801478	209801479	LAMB3
1	209801479	209801480	LAMB3
1	209801480	209801481	LAMB3
1	209801481	209801482	LAMB3
1	209801482	209801483	LAMB3
1	209801483	209801484	LAMB3
1	209801484	209801485	LAMB3
1	209801485	209801486	LAMB3
1	209801486	209801487	LAMB3
1	209803150	209803151	LAMB3
1	209806022	209806023	LAMB3
1	209807843	209807844	LAMB3
1	209807844	209807845	LAMB3
1	209811895	209811896	LAMB3
